"","X","OTU","average","sd","ratio","ava","avb","cumsum","p","contribution","comparison"
"1203",1203,"Actinobacteria",0.0604540051194327,0.0490967782581389,1.23132326120423,0.140504301445061,0.036363523173886,0.579759528222718,2e-04,0.12391589728985,"Karst P._Geyser"
"1205",1205,"Candidatus.Nealsonbacteria",0.0195295713057091,0.0311669012412726,0.626612544972777,0.000273965844991847,0.0392561178130643,0.666664888081609,0.0014,0.0400308357941219,"Karst P._Geyser"
"1207",1207,"Candidatus.Roizmanbacteria",0.00993847641956667,0.0102224434668439,0.97222121617026,0.000796314937603023,0.0204276241848224,0.707932846883038,4e-04,0.020371441408913,"Karst P._Geyser"
"1208",1208,"Nitrospirae",0.00881724353611572,0.00973757200509877,0.905486863819734,0.00486586111561743,0.0212974842522415,0.726006035619539,0.01,0.018073188736501,"Karst P._Geyser"
"1210",1210,"Acidobacteria",0.00851855342681729,0.00608745215904556,1.39936268971893,0.014171601364758,0.00865548845039855,0.760957643136516,2e-04,0.017460947201268,"Karst P._Geyser"
"1213",1213,"Armatimonadetes",0.00569029831247078,0.00701795156323803,0.810820402676777,0.00110914227232063,0.0122277253145611,0.800676426206713,2e-04,0.011663717231699,"Karst P._Geyser"
"1215",1215,"Candidatus.Shapirobacteria",0.00482792436562839,0.00749031694109604,0.644555417827478,0.00018403628005929,0.00979150058177198,0.820739554485201,0.0236,0.00989606195044401,"Karst P._Geyser"
"1218",1218,"Verrucomicrobia",0.00431322319050693,0.00246082758566055,1.7527531045411,0.00893497362410635,0.00485612474212881,0.84813768348407,0.006,0.00884105066003704,"Karst P._Geyser"
"1220",1220,"Candidatus.Berkelbacteria",0.00412642934056692,0.00497864442346916,0.828825879011377,0.000128335529473079,0.00835036102908786,0.865191204493242,4e-04,0.00845816903825203,"Karst P._Geyser"
"1221",1221,"Candidatus.Portnoybacteria",0.00291067584333382,0.00434882555332581,0.669301586748599,0.00015242937460964,0.0059292591015957,0.871157376761466,0.0014,0.00596617226822393,"Karst P._Geyser"
"1224",1224,"candidate.division.NC10",0.00243972603286446,0.00473980049792831,0.514731798085347,0.00494680685132712,9.04763120644712e-05,0.887039865846971,4e-04,0.00500084055484107,"Karst P._Geyser"
"1227",1227,"Candidatus.Pacebacteria",0.00208601674075948,0.0031858921922236,0.654766895707019,9.13754712098487e-05,0.00423754188598558,0.900461673303282,0.035,0.00427582317635,"Karst P._Geyser"
"1228",1228,"Candidatus.Woesearchaeota",0.00199613191173942,0.0023295909552094,0.856859401551033,0.000488852140924431,0.00427033736392325,0.904553254604859,0.0308,0.00409158130157705,"Karst P._Geyser"
"1229",1229,"Candidatus.Aenigmarchaeota",0.00197360149986704,0.00271307066964466,0.72744198002241,1.76123918260568e-05,0.00395997712520213,0.908598654082784,8e-04,0.00404539947792493,"Karst P._Geyser"
"1233",1233,"Candidatus.Kuenenbacteria",0.00179639976042084,0.00242360477396934,0.741209862150392,6.83540625511801e-05,0.00364251283726454,0.923518957160361,0.001,0.003682179332271,"Karst P._Geyser"
"1235",1235,"Candidatus.Desantisbacteria",0.00170083844103475,0.00147999373171133,1.14922003018759,3.2680838253244e-05,0.0034282228560016,0.930656583704948,2e-04,0.00348630204317402,"Karst P._Geyser"
"1240",1240,"Gemmatimonadetes",0.00154649420662844,0.000936038025093552,1.65217028066127,0.00257335299796953,0.00160164375371606,0.947419481996474,2e-04,0.00316993418201694,"Karst P._Geyser"
"1244",1244,"Candidatus.Micrarchaeota",0.00111696065799555,0.00136404888625544,0.818856764776088,0.000106108249809141,0.00231059278140678,0.957862014566912,4e-04,0.00228949565706305,"Karst P._Geyser"
"1247",1247,"Caldiserica",0.000916044173156707,0.00123013099607754,0.744672052064093,3.41520595982684e-05,0.00185559538956647,0.964054778615331,4e-04,0.001877666094242,"Karst P._Geyser"
"1252",1252,"Candidatus.Marinimicrobia",0.000635221893970103,0.000657429587349614,0.966220422982422,0.000460029290499896,0.00160685271869617,0.971735208513271,0.002,0.00130204923253496,"Karst P._Geyser"
"1254",1254,"Candidatus.Aminicenantes",0.000606168404802202,0.000483341473517043,1.25412040558284,0.0014095443378526,0.000354013427147348,0.974224392457219,2e-04,0.00124249669879406,"Karst P._Geyser"
"1260",1260,"Candidatus.Diapherotrites",0.000487584485586838,0.000643951776038496,0.757175465197708,4.12910042680433e-05,0.00100368390149656,0.980797316135413,0.0076,0.000999428721334961,"Karst P._Geyser"
"1263",1263,"Candidatus.Hydrogenedentes",0.000409311846508157,0.000483811466788889,0.846015182783504,0.000224072381358439,0.000972951014944435,0.983460443984363,0.0018,0.000838988990576106,"Karst P._Geyser"
"1264",1264,"Candidatus.Bathyarchaeota",0.000372168319111265,0.000544865336159381,0.683046423423788,0.000142769769792513,0.000807085180778962,0.984223297845152,0.003,0.000762853860788892,"Karst P._Geyser"
"1267",1267,"Candidatus.Brennerbacteria",0.000362220820487344,0.000678386455324071,0.533944652999165,9.56249283461559e-06,0.00072990366331622,0.986479313141991,0.046,0.000742463926072023,"Karst P._Geyser"
"1274",1274,"Candidatus.Eisenbacteria",0.000237319364010164,0.000143497585832089,1.65382130043538,0.000379179564716699,0.000229781185361744,0.99048231640532,2e-04,0.000486446545228003,"Karst P._Geyser"
"1277",1277,"Candidatus.Gracilibacteria",0.000217101444546767,0.000309945894390508,0.700449492882251,1.33092779244485e-05,0.000444624829382948,0.991838428762449,0.0052,0.000445004764379031,"Karst P._Geyser"
"1300",1300,"Candidatus.Poribacteria",6.21424904600145e-05,4.38850154455384e-05,1.41602981858657,0.000134796301987254,6.61002619121405e-05,0.997638826743003,0.0102,0.000127376878503949,"Karst P._Geyser"
"1304",1304,"Candidatus.Wirthbacteria",5.49269573282695e-05,5.0280782045436e-05,1.09240459463488,1.11425382315242e-05,0.000116914325451443,0.998103458171328,2e-04,0.000112586803625914,"Karst P._Geyser"
"1306",1306,"Candidatus.Bipolaricaulota",5.17739921511963e-05,3.88765184404689e-05,1.33175485429533,0.000110270235382957,3.52918512144962e-05,0.998316733871344,2e-04,0.000106123997592023,"Karst P._Geyser"
"1312",1312,"Chrysiogenetes",4.32055242286514e-05,4.02767131506657e-05,1.0727172315931,2.14762753004761e-05,9.73200282586544e-05,0.998913357210392,2e-04,8.85607379039755e-05,"Karst P._Geyser"
"1315",1315,"Kiritimatiellaeota",3.33207050180684e-05,3.20770582720098e-05,1.03877059846051,7.83695517733475e-05,3.21033312616264e-05,0.999126866436331,0.0414,6.82992806260163e-05,"Karst P._Geyser"
"1316",1316,"Candidatus.Latescibacteria",3.09327128307422e-05,2.90154580297397e-05,1.06607701312305,6.85550008482026e-05,2.01704131954122e-05,0.99919027091811,4e-04,6.34044817789947e-05,"Karst P._Geyser"
"1322",1322,"Candidatus.Coatesbacteria",2.08500948604019e-05,1.98255563275914e-05,1.05167766875649,4.70272866458161e-05,1.43596621331098e-05,0.999500738534135,0.0174,4.27375855099887e-05,"Karst P._Geyser"
"1325",1325,"Candidatus.Fermentibacteria",1.9291734850181e-05,1.42139008279284e-05,1.35724422758567,4.02543924124614e-05,1.79287087619287e-05,0.999621496128092,2e-04,3.95433293380876e-05,"Karst P._Geyser"
"1350",1350,"Rhodothermaeota",3.04743306079513e-07,4.35742754760422e-07,0.699365170734889,4.63177775226082e-07,2.87699205009213e-07,1,0.0114,6.246491049966e-07,"Karst P._Geyser"
"1352",1352,"Actinobacteria",0.11219455997747,0.0270179272714323,4.15259686097756,0.253570228062318,0.0291811081073788,0.550715600758058,2e-04,0.236174127660542,"Mine_S. Saline"
"1353",1353,"Firmicutes",0.0915276367567386,0.0845415608493045,1.08263481105922,0.250311822910483,0.0809315925677958,0.743385011576145,0.0046,0.192669410818087,"Mine_S. Saline"
"1360",1360,"Deinococcus.Thermus",0.00399623497467854,0.00422768110868379,0.945254590387659,0.00846483280688929,0.0004723628575322,0.932409504414064,4e-04,0.00841223771688004,"Mine_S. Saline"
"1362",1362,"Cyanobacteria",0.00368001078627715,0.00379207460419278,0.970447886813271,0.0086332364341824,0.00302232973144944,0.948168788825496,0.0104,0.00774657289448699,"Mine_S. Saline"
"1370",1370,"Candidatus.Cloacimonetes",0.000718773091231153,0.000883194086542295,0.813833677312254,9.31968021515192e-05,0.00151277069678333,0.972470349368982,0.0392,0.00151304669176,"Mine_S. Saline"
"1375",1375,"Crenarchaeota",0.000438850030243013,0.000312433976787429,1.40461685619293,0.0010136332536817,0.000228607941118868,0.97821688159859,8e-04,0.000923797224100964,"Mine_S. Saline"
"1376",1376,"Fusobacteria",0.000431648627856003,0.000278170994723206,1.55173844881101,0.00119199542606268,0.000917193943234086,0.979125519576762,0.023,0.000908637978171978,"Mine_S. Saline"
"1390",1390,"Thermotogae",0.000232999406507393,0.000164530426597239,1.41614782946964,0.000513783241393248,0.000384977945837015,0.987713847227997,0.0436,0.000490473259919022,"Mine_S. Saline"
"1409",1409,"Dictyoglomi",9.94745323576951e-05,0.000118088336801472,0.842373896119226,0.000189853339415363,3.84826982633363e-05,0.993623033687289,0.0072,0.00020939795038899,"Mine_S. Saline"
"1412",1412,"Candidatus.Poribacteria",9.19970167121514e-05,8.37330211246781e-05,1.09869458281182,0.000182771969133445,9.33914486035399e-05,0.994225243348228,0.0234,0.000193657474781062,"Mine_S. Saline"
"1461",1461,"Candidatus.Fraserbacteria",2.1189990864693e-05,2.43920685018271e-05,0.868724637400297,4.34343736152937e-05,3.54910267939641e-06,0.999078161685319,0.0106,4.46057955800772e-05,"Mine_S. Saline"
"1463",1463,"Candidatus.Lokiarchaeota",1.98136628555013e-05,2.42834365149278e-05,0.815933232651039,4.14584504094614e-05,5.76579404904994e-06,0.999162542240343,0.0126,4.17085689499164e-05,"Mine_S. Saline"
"1493",1493,"Coprothermobacterota",4.58052949890688e-06,2.79171117513007e-06,1.64076052698878,1.12625130566306e-05,6.79660235187843e-06,0.999971567521259,0.0486,9.64220153709672e-06,"Mine_S. Saline"
"1496",1496,"Candidatus.Korarchaeota",2.29719793029985e-06,1.67836569239654e-06,1.36871120561317,3.87623932271141e-06,2.66663669195774e-06,0.999992325891393,0.015,4.83569539699857e-06,"Mine_S. Saline"
"1502",1502,"Actinobacteria",0.118084699173742,0.0263946690980716,4.47380865942998,0.253570228062318,0.0174008297148352,0.519943557438208,6e-04,0.232261828599131,"Mine_Porous"
"1503",1503,"Bacteroidetes",0.106250377417108,0.091869136025289,1.15654050983847,0.0531057336169677,0.245792277843078,0.728928354968461,0.0012,0.208984797530253,"Mine_Porous"
"1504",1504,"Firmicutes",0.096644015109838,0.0916291998679083,1.05472944486211,0.250311822910483,0.0578806816819304,0.919018314375872,0.007,0.190089959407411,"Mine_Porous"
"1506",1506,"Deinococcus.Thermus",0.0040260746327265,0.00434184621788612,0.927272508211183,0.00846483280688929,0.000412683541436297,0.935132856659419,2e-04,0.00791892144212303,"Mine_Porous"
"1507",1507,"Cyanobacteria",0.00372184450256942,0.00404706844569574,0.919639623720173,0.0086332364341824,0.00242169734891305,0.942453385195098,0.0122,0.00732052853567899,"Mine_Porous"
"1519",1519,"Candidatus.Dadabacteria",0.000625700189167267,0.00109618867316805,0.570796072321158,4.98946073766821e-06,0.0012563898390722,0.981287068500324,0.0474,0.00123069517988095,"Mine_Porous"
"1520",1520,"Fusobacteria",0.000540606861159087,0.000351664978954442,1.53727807291588,0.00119199542606268,0.000233988854157296,0.982350392868381,0.0064,0.00106332436805701,"Mine_Porous"
"1523",1523,"candidate.division.Zixibacteria",0.000515022082764613,0.000704725213751231,0.730812624147739,7.29857535301177e-05,0.00109844373832585,0.985473802531731,0.0386,0.00101300144344596,"Mine_Porous"
"1524",1524,"Crenarchaeota",0.00045331239740586,0.00035406269735478,1.28031673709933,0.0010136332536817,0.000131105226261835,0.986365426654795,2e-04,0.000891624123063983,"Mine_Porous"
"1539",1539,"Aquificae",0.000119902202484082,8.50432068141468e-05,1.40989747418764,0.000273753504076482,3.74771678486549e-05,0.992458696723755,0.0298,0.000235836691771962,"Mine_Porous"
"1551",1551,"Dictyoglomi",9.88431699347779e-05,0.000122575086755684,0.806388741390751,0.000189853339415363,3.51527052521973e-05,0.995052393218741,0.0116,0.000194415496284961,"Mine_Porous"
"1554",1554,"Candidatus.Poribacteria",8.98995608145093e-05,9.80684305187769e-05,0.91670235099048,0.000182771969133445,6.19110968521831e-05,0.995599838134409,0.0396,0.000176824233208972,"Mine_Porous"
"1559",1559,"Calditrichaeota",6.97129482514521e-05,5.79842918363844e-05,1.20227299573068,7.29668847142907e-06,0.000146722584974333,0.996378440004154,0.0024,0.000137119008229991,"Mine_Porous"
"1591",1591,"Candidatus.Fischerbacteria",2.34331056149216e-05,2.07762123172591e-05,1.12788150491971,2.54596684075043e-06,4.94121780705936e-05,0.998748182857094,0.0222,4.60907805840405e-05,"Mine_Porous"
"1594",1594,"Candidatus.Fraserbacteria",2.15346634715648e-05,2.06816390179716e-05,1.04124549571975,4.34343736152937e-05,2.01684381072111e-05,0.998876981292756,0.0098,4.23567181110363e-05,"Mine_Porous"
"1599",1599,"Candidatus.Lokiarchaeota",2.00660759514031e-05,2.42095194444287e-05,0.828850650978984,4.14584504094614e-05,7.69325389059268e-06,0.999079000389548,0.01,3.94681404609631e-05,"Mine_Porous"
"1651",1651,"Firmicutes",0.120361680048356,0.0854441829133269,1.40865856450929,0.250311822910483,0.00958846281377006,0.199094998812045,6e-04,0.199094998812045,"Mine_Geyser"
"1653",1653,"Actinobacteria",0.108603352444216,0.03435367523027,3.16133140679291,0.253570228062318,0.036363523173886,0.560997431088212,6e-04,0.179645085688222,"Mine_Geyser"
"1669",1669,"Deinococcus.Thermus",0.00402248154679074,0.00418006557396597,0.962301063371664,0.00846483280688929,0.000482201576631358,0.890971707141413,2e-04,0.00665374526558604,"Mine_Geyser"
"1670",1670,"Cyanobacteria",0.00379204988744444,0.00401653939830186,0.944108724303233,0.0086332364341824,0.00201953458482718,0.897244286317216,0.006,0.00627257917580293,"Mine_Geyser"
"1685",1685,"Candidatus.Desantisbacteria",0.0017070027918184,0.00149154790974186,1.14445052731416,1.49262603531849e-05,0.0034282228560016,0.952728404348372,0.0288,0.00282362059646202,"Mine_Geyser"
"1703",1703,"Fusobacteria",0.000555646416599453,0.00038210905589941,1.45415662890158,0.00119199542606268,0.000135114264354244,0.981653195268034,0.003,0.000919116637523976,"Mine_Geyser"
"1708",1708,"Crenarchaeota",0.00047579634149727,0.000350648176545666,1.35690522102375,0.0010136332536817,7.24604404645674e-05,0.985855515166688,2e-04,0.000787033481147059,"Mine_Geyser"
"1730",1730,"Aquificae",0.000122185423855582,7.99760946786825e-05,1.52777432239574,0.000273753504076482,3.70603456855736e-05,0.995865144149048,0.0142,0.000202111725323029,"Mine_Geyser"
"1737",1737,"Dictyoglomi",9.48711653882436e-05,0.000129904157278638,0.730316622467667,0.000189853339415363,9.32376063988442e-06,0.997128004652338,0.0286,0.000156930133848987,"Mine_Geyser"
"1739",1739,"Candidatus.Poribacteria",9.17299905568287e-05,0.000102572193969137,0.894296855777789,0.000182771969133445,6.61002619121405e-05,0.997432171127521,0.0236,0.000151734192756048,"Mine_Geyser"
"1747",1747,"Candidatus.Wirthbacteria",5.82591796654338e-05,5.22824408721986e-05,1.11431636881386,4.72447454984617e-07,0.000116914325451443,0.998396645240862,0.0444,9.63688052669776e-05,"Mine_Geyser"
"1767",1767,"Candidatus.Fraserbacteria",2.11597303092111e-05,2.39946536320664e-05,0.881851875575036,4.34343736152937e-05,4.27279485876194e-06,0.999520223424931,0.0106,3.50011438779996e-05,"Mine_Geyser"
"1769",1769,"Candidatus.Lokiarchaeota",2.0338777080267e-05,2.50970894621406e-05,0.810403816384703,4.14584504094614e-05,1.78438974819452e-06,0.999588485671854,0.0092,3.36431727849806e-05,"Mine_Geyser"
"1791",1791,"Coprothermobacterota",5.35707605785845e-06,3.74251599003448e-06,1.43141033254719,1.12625130566306e-05,1.64508282274112e-06,0.999964483666634,0.0266,8.86135064703808e-06,"Mine_Geyser"
"1802",1802,"Bacteroidetes",0.105942049133194,0.0862866175690169,1.22779235202325,0.0607447075649252,0.245792277843078,0.607696441537737,0.0018,0.283607095380706,"S. Saline_Porous"
"1809",1809,"Candidatus.Saccharibacteria",0.00432815358672884,0.00708701789321599,0.610715769586519,0.00874396631672889,0.000289842560208489,0.901945577932628,0.0488,0.011586476542006,"S. Saline_Porous"
"1810",1810,"Candidatus.Parcubacteria",0.00417509573870535,0.00725290483533822,0.5756446325289,8.31665995718848e-05,0.00831729593092252,0.913122318283401,0.0302,0.011176740350773,"S. Saline_Porous"
"1822",1822,"Candidatus.Cloacimonetes",0.000688532610291283,0.000868556767300782,0.792731846913172,0.00151277069678333,0.00018754072267997,0.965532312700407,0.0462,0.00184320329158594,"S. Saline_Porous"
"1823",1823,"Candidatus.Dadabacteria",0.000620629520455353,0.00105547872365707,0.588007608817512,4.10040343990672e-05,0.0012563898390722,0.967193739273179,0.034,0.00166142657277202,"S. Saline_Porous"
"1826",1826,"candidate.division.Zixibacteria",0.000509435832984063,0.00067316575409295,0.756776217278754,0.000117228468140288,0.00109844373832585,0.971496315945306,0.012,0.00136376083016709,"S. Saline_Porous"
"1830",1830,"Fusobacteria",0.000371495265128542,0.00024165299920141,1.53730872927802,0.000917193943234086,0.000233988854157296,0.975853620751829,0.0454,0.000994493630742999,"S. Saline_Porous"
"1869",1869,"Balneolaeota",8.2940384004457e-05,6.80275146154199e-05,1.21921820124319,0.00015843393718434,0.000202548925767053,0.993613091587795,0.011,0.000222031587926996,"S. Saline_Porous"
"1882",1882,"Calditrichaeota",6.05355629566783e-05,4.95119400007921e-05,1.22264574879736,4.87565077304119e-05,0.000146722584974333,0.996116903235004,0.0028,0.000162053833372977,"S. Saline_Porous"
"1915",1915,"Candidatus.Fischerbacteria",2.03359835609962e-05,1.56471919396223e-05,1.29965706559148,3.29331082174947e-05,4.94121780705936e-05,0.999066248971626,0.0268,5.44394721140318e-05,"S. Saline_Porous"
"1952",1952,"Euryarchaeota",0.0802515824068068,0.0856908770523288,0.93652422716831,0.0784646594778131,0.148376487678342,0.464059408951804,0.0106,0.167281090990593,"S. Saline_Geyser"
"1955",1955,"Candidatus.Nealsonbacteria",0.01935690507403,0.0311433560660812,0.621542040394033,0.000801178584498817,0.0392561178130643,0.634599099287729,0.0364,0.040348664809761,"S. Saline_Geyser"
"1957",1957,"Chloroflexi",0.0116614122837501,0.00921553653906603,1.26540785057014,0.0273267012629011,0.0289758587849352,0.696776795714742,0.0372,0.0243077296523361,"S. Saline_Geyser"
"1958",1958,"Candidatus.Roizmanbacteria",0.00997729406842458,0.0102594048192205,0.972502230317747,0.000624251404744575,0.0204276241848224,0.717574050882118,0.0058,0.020797255167376,"S. Saline_Geyser"
"1959",1959,"Nitrospirae",0.00952536333677459,0.00988430190927655,0.963685996664561,0.00324637425053505,0.0212974842522415,0.737429275206296,0.0246,0.019855224324178,"S. Saline_Geyser"
"1961",1961,"Candidatus.Atribacteria",0.00694633038342048,0.0160006176754429,0.434128889541648,0.0128843409898086,0.00339183871140039,0.769714881165943,0.0028,0.014479337230129,"S. Saline_Geyser"
"1962",1962,"Armatimonadetes",0.00587932594337775,0.0070880225625992,0.829473367424183,0.000544880667280804,0.0122277253145611,0.781970091949352,0.0078,0.012255210783409,"S. Saline_Geyser"
"1966",1966,"Candidatus.Saccharibacteria",0.004326380285442,0.00683926263469512,0.632579930984746,0.00874396631672889,0.00104915125029012,0.820439430159006,2e-04,0.00901816004724099,"S. Saline_Geyser"
"1970",1970,"Candidatus.Berkelbacteria",0.00410337497330408,0.00497568245539256,0.824685861706651,0.000196270580505048,0.00835036102908786,0.855401985724521,0.01,0.00855331473463394,"S. Saline_Geyser"
"1975",1975,"Candidatus.Portnoybacteria",0.00287677692882101,0.00432446802121633,0.665232559174264,0.000344831838419153,0.0059292591015957,0.891739879825097,0.0412,0.00599652204675893,"S. Saline_Geyser"
"1980",1980,"Candidatus.Aenigmarchaeota",0.00196698390487517,0.00271319314714072,0.72497009914243,3.74706482982855e-05,0.00395997712520213,0.914228069865029,0.017,0.00410009626851404,"S. Saline_Geyser"
"1984",1984,"Candidatus.Kuenenbacteria",0.00176459687065972,0.00241165215649312,0.731696263040557,0.000182249039232673,0.00364251283726454,0.929263953691392,0.0244,0.00367822890003899,"S. Saline_Geyser"
"1986",1986,"Candidatus.Riflebacteria",0.00170932888371564,0.0018583919856918,0.919789203180048,0.00344707988833187,4.00146431495265e-05,0.936453298588753,0.0016,0.003563025076318,"S. Saline_Geyser"
"1988",1988,"Candidatus.Desantisbacteria",0.00161328895840168,0.00138832393661112,1.16204072828975,0.000537829513636373,0.0034282228560016,0.943302876303473,8e-04,0.003362833840166,"S. Saline_Geyser"
"1992",1992,"Candidatus.Micrarchaeota",0.00112067128083403,0.00136929015415653,0.818432293135381,8.4352289354565e-05,0.00231059278140678,0.954509459474764,0.0104,0.00233599274777496,"S. Saline_Geyser"
"1996",1996,"Synergistetes",0.00091642080861758,0.00142336993716146,0.643838811465374,0.00191735601943504,0.000113361471100224,0.962681982284689,0.0282,0.00191024112016802,"S. Saline_Geyser"
"1997",1997,"Caldiserica",0.000902104862112775,0.00120467393435612,0.748837371163791,0.000162777526940585,0.00185559538956647,0.964562382408853,0.0154,0.00188040012416391,"S. Saline_Geyser"
"2001",2001,"Candidatus.Cloacimonetes",0.000719480730667357,0.000870886977660352,0.826147076627842,0.00151277069678333,9.07076303578605e-05,0.971547775227734,4e-04,0.00149972770583695,"S. Saline_Geyser"
"2003",2003,"Candidatus.Diapherotrites",0.000595402438915374,0.000713878528650061,0.834038866585993,0.000494138998061174,0.00100368390149656,0.974263805256014,0.0054,0.00124109165916897,"S. Saline_Geyser"
"2009",2009,"Candidatus.Hydrogenedentes",0.000474953165039819,0.000483165917111523,0.983002211495376,0.000245670747946429,0.000972951014944435,0.980915524152256,0.0048,0.000990020149566062,"S. Saline_Geyser"
"2012",2012,"Fusobacteria",0.00039959465458723,0.000262822236820211,1.52039895642689,0.000917193943234086,0.000135114264354244,0.983644304597676,8e-04,0.000832938463874,"S. Saline_Geyser"
"2013",2013,"Candidatus.Bathyarchaeota",0.000375346341974633,0.000541549151377705,0.693097461273367,0.000156434395366224,0.000807085180778962,0.984426698460847,0.0348,0.000782393863170916,"S. Saline_Geyser"
"2035",2035,"candidate.division.WOR.3",0.000113463952700448,0.000149532842183901,0.758789514352348,0.000258184572045013,0.000108147481901662,0.995148074385437,0.0278,0.000236510897686948,"S. Saline_Geyser"
"2049",2049,"Balneolaeota",6.55336357839962e-05,5.84187012751021e-05,1.12179206921066,0.00015843393718434,6.4126317038747e-05,0.997689788244774,0.0098,0.000136602142433939,"S. Saline_Geyser"
"2052",2052,"Candidatus.Wirthbacteria",5.59987116957643e-05,5.12440680123821e-05,1.09278427470343,6.60385315838409e-06,0.000116914325451443,0.998051310438825,0.0018,0.000116726989121019,"S. Saline_Geyser"
"2057",2057,"Chrysiogenetes",4.12700271900712e-05,4.04880645303856e-05,1.01931341171171,2.18583983663908e-05,9.73200282586544e-05,0.99853862463881,0.0094,8.60256578940621e-05,"S. Saline_Geyser"
"2102",2102,"Bacteroidetes",0.105675960420216,0.0855904214385722,1.23467040638489,0.245792277843078,0.0627050088690435,0.471281295478633,8e-04,0.196479962412187,"Porous_Geyser"
"2118",2118,"Candidatus.Parcubacteria",0.00417676012932495,0.00719418171233679,0.580574733351886,0.00831729593092252,9.73859483086079e-05,0.871272528732274,0.027,0.00776571767080503,"Porous_Geyser"
"2134",2134,"Candidatus.Desantisbacteria",0.00170620181987864,0.00148894520014927,1.14591310661238,1.6495005633878e-05,0.0034282228560016,0.943151472888002,0.021,0.00317228694306904,"Porous_Geyser"
"2152",2152,"Candidatus.Dadabacteria",0.000622579774539602,0.00105357707745377,0.590920007527327,0.0012563898390722,1.62739327248513e-05,0.977314236373226,0.0382,0.00115754283390201,"Porous_Geyser"
"2156",2156,"candidate.division.Zixibacteria",0.00050616102594729,0.000576597653678783,0.877840939375843,0.00109844373832585,0.000485236908714396,0.981450651228677,0.0116,0.000941089146076046,"Porous_Geyser"
"2192",2192,"Balneolaeota",8.55729549980116e-05,8.20929858751501e-05,1.04239057802276,0.000202548925767053,6.4126317038747e-05,0.99716030901576,0.0048,0.000159103081861067,"Porous_Geyser"
"2200",2200,"Calditrichaeota",6.38958720012749e-05,5.33950417397403e-05,1.19666302187229,0.000146722584974333,2.50087221818592e-05,0.998278756670885,6e-04,0.000118799568786909,"Porous_Geyser"
"2201",2201,"Candidatus.Wirthbacteria",5.78703173689493e-05,5.20785945386735e-05,1.11121119687619,1.47718145392014e-06,0.000116914325451443,0.998386353117004,0.0204,0.000107596446119018,"Porous_Geyser"
"2220",2220,"Candidatus.Fischerbacteria",2.09443497032342e-05,1.76613984059833e-05,1.18588286282804,4.94121780705936e-05,1.3303228415392e-05,0.999544364812122,0.0178,3.89411652950145e-05,"Porous_Geyser"
